"VAR"	"LABEL"	"TYPE"	"INPUT"	"QUESTION"
"AH32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He should tackle #climatechange before he dies, and we all die!"
"AH33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"There is nothing no one should not expect as a result of climate change."
"AH34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is not man-made - stop lying."
"AH35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Due to Climate Change - Georgia is the new place for retirement! Georgia health care profits are to rise!"
"AH36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But global warming is a hoax right? NOT!!!"
"AH37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh look it's snowing outside. Proves global warming is a liberal hoax."
"AH38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Defo not gonna be shocked when I find out I failed science after spending two years thinking global warming was a myth #gcseresultsday l"
"AH39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Listen to global warming"
"AH40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"He is professing his love for the dangers of global warming only sometimes"
"AH41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Do they tell Trump about such things, or does he really think that #climatechange is just a hoax?"
"AH42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Tangible coordinated efforts to tackle climate change"
"AH43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"50 more years of climate change should see Kent become the new Bordeaux #SilverLining"
"AH44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And, I guess, growing the #climatechange problem. #wecandobetter"
"AH45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You realize fires can be started by humans AND are exacerbated by climate change, right? Please you are smarter than this."
"AH46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming breathes"
"AH47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What is our government doing right now to fight climate change?"
"AH48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming is real. Uneducated swine."
"AH49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Liking your work here. Can you fix climate change tomorrow please?"
"AH50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"As long as their is a leadership vacuum in the West wrt climate change, inertia basically ensures an Eastern economic power bridges the gap"
"AH51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So climate change is fake?"
"AH52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The Philippines Is Building a Climate Change-Resilient City - Environmental Leader"
"AH53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"You complain about climate change... but are you actually doing anything to stop it?"
"AH54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And it’s contributing to climate change."
"AH55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global warming?"
"AH56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"the actual problem with climate change is rapidly becoming that it's not going to kill us all anywhere near soon enough"
"AH57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is real. We all must be climate warriors."
"AH58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Wanna stop global warming, grow your own #gyo #allotment #gardening"
"AH59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Harry is professing his love for the dangers of global warming only sometimes"
"AH60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s becoming a part of late summer life in the west, I’m afraid. #climatechangeisreal"
"AH61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Such a dumb response. GOP lawmakers have responded that they aren’t scientists when asked about climate change."
"AH62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yeah fire has everything to do with climate change. You’re a moron."
"AH63"	"climate change tweet"	"NOMINAL"	"SELECTION"	"maybe if y’all would stream run so she finally hits 100mil views global warming wouldn’t be a thing"
"AH64"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Unexpected effects of climate change: worse food safety, more car wrecks - CNN"
"AH65"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The ocean is particularly warm lately because you know... climate change and all."
"AH66"	"climate change tweet"	"NOMINAL"	"SELECTION"	"What about suing all those pot smokers? I'm sure they're affecting climate change."
"AH67"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Firs in California, Canada, UK, Portugal, Greece Spain, Eire, Sweden, no its not at all global climate change is it!"
"AH68"	"climate change tweet"	"NOMINAL"	"SELECTION"	"As if humans can really do anything about climate change. The earth, sun, and nature are a lot bigger than us."
"AH69"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Hasn’t most of California been a extremely dry state? I don’t see how climate change plays a role in this."
"AH70"	"climate change tweet"	"NOMINAL"	"SELECTION"	"2) towards a decline in negative climate change so we can prolong the benefit of these sacred resources that we use so much."
"AH71"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But.. like you still believe global warming is a thing right?"
"AH72"	"climate change tweet"	"NOMINAL"	"SELECTION"	"c'mon Bernie, don't you know that climate change, like gayness, science and the holocaust are ""beliefs"" to these toads?"
"AH73"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Anyone can look up the fire triangle and see climate change isnt part of what causes fire."
"AH74"	"climate change tweet"	"NOMINAL"	"SELECTION"	"People like you are the reason global warming exists.."
"AH75"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Where’s Global climate change, Nancy?"
"AH76"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How on earth do they have nothing to do with climate change?"
"AH77"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Listen up. THERE IS NO CLIMATE CHANGE THEY ALL HAVE MONEY AND MAKE MONEY ON FAKE CLIMATE CONTROL."
"AH78"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Give me global warming any day rather than cooling. C02 = life"
"AH79"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is dangerous. Join Team today:"
"AJ01"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Maybe he is referencing PG&E CEO statement that “Climate Change is responsible for $17Bn Damages”"
"AJ02"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Need to add global climate change to your list, for sure"
"AJ03"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I have so happily and told me – we need global warming! I’ve said if Hillary Clinton were running ‘The View’, I’d be dating"
"AJ04"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Try cloud seeding, might change climate"
"AJ05"	"climate change tweet"	"NOMINAL"	"SELECTION"	"to future generations trying to wrap their heads around how we let global warming destroy everything, this might be informative."
"AJ06"	"climate change tweet"	"NOMINAL"	"SELECTION"	"This is the most rain we’ve seen in years... and people are still questioning climate change 🧐"
"AJ07"	"climate change tweet"	"NOMINAL"	"SELECTION"	"And the media is why we have global warming."
"AJ08"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But Climate Change doesn't exist, so don't worry."
"AJ09"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yes, that's the downside for me, too. But I used to think Atlanta was too cold. Plus... global warming!"
"AJ10"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The hippo thought, “There’s one of those fuckers who’s responsible for global warming!!!”"
"AJ11"	"climate change tweet"	"NOMINAL"	"SELECTION"	"I can’t believe this! He already knows that stealth bombers are invisible and climate change is a hoax"
"AJ12"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is this an argument in favor of climate change?"
"AJ13"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Not those scientist! The 4% who say climate change isn’t real... duh"
"AJ14"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Yet there’s no such thing as climate change-they say!"
"AJ15"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh, a CEO blames climate change. Now it must be true."
"AJ16"	"climate change tweet"	"NOMINAL"	"SELECTION"	"When there are no more elephants left a myth will develop about how global warming caused their extinction."
"AJ17"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No, lunatic Senator. The whole climate change or global warming is a hoax."
"AJ18"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Social climate change and exposure of certain issues are two very different things"
"AJ19"	"climate change tweet"	"NOMINAL"	"SELECTION"	"One question we got was: ""How can we address the effects of climate change on communities of color?"" The answer? In Miami, it's complicated."
"AJ20"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is business, it's all about money."
"AJ21"	"climate change tweet"	"NOMINAL"	"SELECTION"	"alexa stop global warming"
"AJ22"	"climate change tweet"	"NOMINAL"	"SELECTION"	"So neither of them should be talking about what is or isn’t caused by Climate change."
"AJ23"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Ignorant politicians that are totally self serving are refusing to do anything about man-made climate change *"
"AJ24"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Welp, since Kentucky refuses to address climate change, I guess that perfect climate will be gone."
"AJ25"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Reverse climate change."
"AJ26"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Im gonna name mah dog climate change so nobody can claim it doesnt exist"
"AJ27"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Will you change the sun when global warming catches up.Lets not joke with the mother nature.We can play and joke elsewhere"
"AJ28"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The future is green energy, sustainability, renewable energy. Arnold Schwarzenegger #climatechange #renewableenergy #future #motivation."
"AJ29"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Can climate change just swallow up this city already, plz?"
"AJ30"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Bring on climate change #letsgowoodville"
"AJ31"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Suggest Zinke provide scientific proof the wildfires have nothing tondo with climate change."
"AJ32"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Another global warming effect. Better reduce your carbon footprint or sharknado is next!"
"AJ33"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Zinke on California fires: 'This is not a debate about climate change' - The Hill"
"AJ34"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But... global warming... 🌞🤔"
"AJ35"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change: Yes or no. In any case, it is better to take precautions."
"AJ36"	"climate change tweet"	"NOMINAL"	"SELECTION"	"climate change whoop whoop"
"AJ37"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is undeniably clear."
"AJ38"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Oh good Lord the fires have nothing to do with “global warming”"
"AJ39"	"climate change tweet"	"NOMINAL"	"SELECTION"	"or y’know global warming is approaching at an alarming rate but UH"
"AJ40"	"climate change tweet"	"NOMINAL"	"SELECTION"	"NO. Do you follow? He's on it like you're on global warming..."
"AJ41"	"climate change tweet"	"NOMINAL"	"SELECTION"	"How is there not an anime of the abstract concept of anthropogenic climate change anthropomorphised into bid tiddy famine gf"
"AJ42"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It's not ""global warming,"" it's ""thermal redistribution."""
"AJ43"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Alright people listen up, we’re going to end global warming once and for all, tomorrow leave your windows and doors open and blast your AC"
"AJ44"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Grow up. He’s trying to protect your tale. Climate change is joke. Do your homework for yourself."
"AJ45"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Could not agree more sir. Climate change needs to be controlled."
"AJ46"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Really Bernie please do tell how climate change started a wild fire 😳😳😳"
"AJ47"	"climate change tweet"	"NOMINAL"	"SELECTION"	"maybe one could say they colluded with those who support global warming politically."
"AJ48"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Is Climate change responsible for widespread flooding in T&T? Will we the next Atlantis? Am I fearmongering?"
"AJ49"	"climate change tweet"	"NOMINAL"	"SELECTION"	"But Secretary Zinke said all these fires have nothing to do with climate change..."
"AJ50"	"climate change tweet"	"NOMINAL"	"SELECTION"	"""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive."""
"AJ51"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It’s climate change."
"AJ52"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Does it really matter there's global warming. You don't clean up the fish bowl the fish die."
"AJ53"	"climate change tweet"	"NOMINAL"	"SELECTION"	"No actually they do not. Climate change is fake"
"AJ54"	"climate change tweet"	"NOMINAL"	"SELECTION"	"The true cause of global warming: Earth is burning up from all the liar, liars' pants on fire.]"
"AJ55"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Republicans denying Climate Change is a bit like Jeremy Corbyn kidnapping Arnold Schwarzenegger"
"AJ56"	"climate change tweet"	"NOMINAL"	"SELECTION"	"gotta prepare the masses for the effects of global warming somehow"
"AJ57"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Number one, I watched our firemen, down at the World Trade Center, right now, we need global warming! I’ve said if Hillary"
"AJ58"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Global Climate Change... I cant believe that you young people, with children, aren’t more concerned about this."
"AJ59"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change! Don't deny it.. it's happening in real time here in this video."
"AJ60"	"climate change tweet"	"NOMINAL"	"SELECTION"	"It should be a crime, a hate crime, to deny climate change."
"AJ61"	"climate change tweet"	"NOMINAL"	"SELECTION"	"She could stop global warming with her shadow"
"AJ62"	"climate change tweet"	"NOMINAL"	"SELECTION"	"Climate change is REAL. It's right in front my eyes and in my lungs."
